species_name
Astragalus monspessulanus
Astrantia major
Astrantia minor
Athyrium filix-femina
Atriplex prostrata
Atropa belladonna
Aucuba japonica
Ballota nigra
Barbarea vulgaris
Bartsia alpina
Bartsia trixago
Bellevalia romana
Bellis perennis
Berardia lanuginosa
Berberis japonica
Berberis vulgaris
Berteroa incana
Beta vulgaris
Betonica officinalis
Betula pendula
Betula pubescens
Betula utilis
Bidens pilosa
Bistorta officinalis
Bituminaria bituminosa
Blackstonia imperfoliata
Blackstonia perfoliata
Blechnum spicant
Borago officinalis
Brassica napus
Broussonetia papyrifera
Bryonia cretica
Buddleja davidii
Buglossoides purpurocaerulea
Bupleurum fruticosum
Bupleurum ranunculoides
Buxus sempervirens
Cakile maritima
Calendula arvensis
Calendula officinalis
Calluna vulgaris
Caltha palustris
Campanula glomerata
Campanula latifolia
Campanula medium
Campanula patula
Campanula persicifolia
Campanula rapunculus
Campanula rhomboidalis
Campanula rotundifolia
Campanula scheuchzeri
Campanula trachelium
Canna indica
Capparis spinosa
Capsella bursa-pastoris
Cardamine amara
Cardamine flexuosa
Cardamine heptaphylla
Cardamine pratensis
Carduus acanthoides
Carduus carlinoides
Carduus defloratus
Carduus nigrescens
Carduus nutans
Carduus pycnocephalus
Carex flacca
Carex otrubae
Carex riparia
Carica papaya
Carlina acanthifolia
Carlina acaulis
Carlina corymbosa
Carpinus betulus
Carpobrotus edulis
Carthamus lanatus
Castanea sativa
Casuarina cunninghamiana
Catalpa bignonioides
Catananche caerulea
Cedrus atlantica
Celtis australis
Centaurea aspera
Centaurea calcitrapa
Centaurea corymbosa
Centaurea decipiens
Centaurea jacea
Centaurea nigra
Centaurea paniculata
Centaurea pectinata
Centaurea scabiosa
Centaurium erythraea
Centaurium maritimum
Centella asiatica
Centranthus angustifolius
Centranthus ruber
Cephalanthera longifolia
Cephalanthera rubra
Cephalaria leucantha
Cerastium glomeratum
Ceratonia siliqua
Cercis siliquastrum
Chaenorrhinum minus
Chamaerops humilis
Chelidonium majus
Chenopodium album
Chondrilla juncea
Cichorium intybus
Circaea lutetiana
Cirsium acaulon
Cirsium arvense
Cirsium eriophorum
Cirsium oleraceum
Cirsium palustre
Cirsium vulgare
Cistus albidus
Cistus monspeliensis
Cistus salviifolius
Citrus limon
Clematis flammula
Clematis vitalba
Clinopodium nepeta
Clinopodium vulgare
Cneorum tricoccon
Cochlearia danica
Colchicum autumnale
Colutea arborescens
Convallaria majalis
Convolvulus althaeoides
Convolvulus arvensis
Convolvulus cantabrica
Convolvulus sepium
Convolvulus soldanella
Coriaria myrtifolia
Cornus mas
Cornus sanguinea
Coronilla glauca
Coronilla juncea
Coronilla valentina
Coronilla varia
Corydalis solida
Corylus avellana
Cotinus coggygria
Crataegus azarolus
Crataegus germanica
Crataegus laevigata
Crataegus monogyna
Crepis bursifolia
Crepis capillaris
Crepis foetida
Crepis sancta
Crepis setosa
Crithmum maritimum
Crocus nudiflorus
Cruciata laevipes
Cucumis sativus
Cupressus sempervirens
Cyanus montanus
Cyanus segetum
Cyclamen hederifolium
Cydonia oblonga
Cymbalaria muralis
Cynoglossum creticum
Cypripedium calceolus
Cytisus lanigerus
Cytisus oromediterraneus
Cytisus scoparius
Dactylis glomerata
Dactylorhiza fuchsii
Dactylorhiza incarnata
Dactylorhiza maculata
Dactylorhiza majalis
Dactylorhiza sambucina
Daphne cneorum
Daphne gnidium
Daphne laureola
Daphne mezereum
Datura stramonium
Daucus carota
Dianthus armeria
Dianthus carthusianorum
Dianthus gallicus
Dianthus hyssopifolius
Dicentra spectabilis
Digitalis grandiflora
Digitalis lutea
Digitalis purpurea
Dioscorea communis
Diospyros kaki
Dipcadi serotinum
Diphasiastrum tristachyum
Diplotaxis erucoides
Diplotaxis tenuifolia
Dipsacus fullonum
Dittrichia viscosa
Doronicum grandiflorum
Dorycnium hirsutum
Dorycnium pentaphyllum
Draba verna
Dracunculus vulgaris
Drosera rotundifolia
Dryas octopetala
Dryopteris filix-mas
Ecballium elaterium
Echinophora spinosa
Echinops ritro
Echium vulgare
Elaeagnus angustifolia
Ephedra distachya
Epilobium angustifolium
Epilobium dodonaei
Epilobium hirsutum
Epilobium tetragonum
Epipactis atrorubens
Epipactis helleborine
Epipactis palustris
Equisetum telmateia
Eranthis hyemalis
Erica arborea
Erica cinerea
Erica tetralix
Erica vagans
Erigeron annuus
Erigeron canadensis
Erigeron karvinskianus
Erigeron sumatrensis
Erinus alpinus
Eriobotrya japonica
Eriophorum angustifolium
Erodium ciconium
Erodium cicutarium
Erodium foetidum
Erodium malacoides
Eryngium bourgatii
Eryngium campestre
Eryngium maritimum
Eryngium spinalba
Erysimum cheiri
Erythronium dens-canis
Eschscholzia californica
Euonymus europaeus
Euonymus latifolius
Eupatorium cannabinum
Euphorbia amygdaloides
Euphorbia characias
Euphorbia cyparissias
Euphorbia dendroides
Euphorbia flavicoma
Euphorbia helioscopia
Euphorbia lathyris
Euphorbia nicaeensis
Euphorbia paralias
Euphorbia peplis
Euphorbia peplus
Euphorbia segetalis
Euphorbia seguieriana
Euphorbia serrata
Euphorbia spinosa
Fagus sylvatica
Fatsia japonica
Feijoa sellowiana
Ferula communis
Ficaria verna
Ficus carica
Filipendula ulmaria
Filipendula vulgaris
Foeniculum vulgare
Fragaria vesca
Frangula dodonei
Fraxinus angustifolia
Fraxinus excelsior
Fraxinus ornus
Fritillaria meleagris
Fritillaria pyrenaica
Fumaria capreolata
Fumaria officinalis
Gagea bohemica
Gagea granatelli
Galactites tomentosus
Galanthus nivalis
Galeopsis tetrahit
Galinsoga quadriradiata
Galium aparine
Galium odoratum
Galium verum
Genista hispanica
Genista pilosa
Genista sagittalis
Genista scorpius
Genista tinctoria
Gentiana acaulis
Gentiana alpina
Gentiana burseri
Gentiana cruciata
Gentiana lutea
Gentiana nivalis
Gentiana pneumonanthe
Gentiana purpurea
Gentiana pyrenaica
Gentiana verna
Gentianella campestris
Gentianopsis ciliata
Geranium columbinum
Geranium dissectum
Geranium lucidum
Geranium molle
Geranium nodosum
Geranium phaeum
Geranium pratense
Geranium pusillum
Geranium pyrenaicum
Geranium robertianum
Geranium rotundifolium
Geranium sanguineum
Geranium sylvaticum
Geum montanum
Geum reptans
Geum rivale
Geum urbanum
Ginkgo biloba
Gladiolus italicus
Glaucium flavum
Glechoma hederacea
Gleditsia triacanthos
Globularia alypum
Globularia bisnagarica
Globularia repens
Gymnadenia conopsea
Gymnadenia nigra
Hedera helix
Helianthemum apenninum
Helianthemum nummularium
Helianthus annuus
Helichrysum stoechas
Heliotropium europaeum
Helleborus foetidus
Helleborus viridis
Helminthotheca echioides
Hemerocallis fulva
Heracleum pyrenaicum
Heracleum sphondylium
Hesperis matronalis
Hibiscus rosa-sinensis
Hibiscus syriacus
Himantoglossum hircinum
Himantoglossum robertianum
Hippocrepis comosa
Hippocrepis emerus
Holcus lanatus
Homogyne alpina
Honckenya peploides
Hormathophylla spinosa
Humulus lupulus
Hyacinthoides non-scripta
Hydrangea macrophylla
Hylotelephium telephium
Hyoscyamus albus
Hyoseris radiata
Hyparrhenia hirta
Hypericum androsaemum
Hypericum hirsutum
Hypericum perforatum
Hypericum richeri
Hypochaeris radicata
Ilex aquifolium
Impatiens balfouri
Impatiens glandulifera
Imperatoria ostruthium
Inula conyza
Iris foetidissima
Iris lutescens
Iris pseudacorus
Isatis tinctoria
Jacobaea adonidifolia
Jacobaea erucifolia
Jacobaea maritima
Jacobaea vulgaris
Jasione montana
Jasminum fruticans
Juglans nigra
Juglans regia
Juncus bulbosus
Juncus effusus
Juncus gerardi
Juniperus communis
Juniperus oxycedrus
Juniperus phoenicea
Juniperus sabina
Kerria japonica
Kickxia spuria
Knautia arvensis
Knautia maxima
Koelreuteria paniculata
Laburnum anagyroides
Lactuca alpina
Lactuca muralis
Lactuca perennis
Lactuca plumieri
Lactuca serriola
Lactuca viminea
Lagurus ovatus
Lamium album
Lamium amplexicaule
Lamium galeobdolon
Lamium maculatum
Lamium purpureum
Lantana camara
Lapsana communis
Larix decidua
Lathraea clandestina
Lathyrus cicera
Lathyrus latifolius
Lathyrus pratensis
Lathyrus sylvestris
Laurus nobilis
Lavandula stoechas
Legousia speculum-veneris
Leontodon hispidus
Leontopodium nivale
Lepidium draba
Leucanthemopsis alpina
Leucanthemum vulgare
Ligustrum vulgare
Lilium martagon
Lilium pyrenaicum
Limodorum abortivum
Limoniastrum monopetalum
Limonium narbonense
Limonium vulgare
Linaria alpina
Linaria repens
Linaria supina
Linaria vulgaris
Linum campanulatum
Linum narbonense
Linum suffruticosum
Linum usitatissimum
Lippia triphylla
Liquidambar styraciflua
Liriodendron tulipifera
Lithodora fruticosa
Lithospermum officinale
Lobularia maritima
Loncomelos pyrenaicus
Lonicera alpigena
Lonicera etrusca
Lonicera implexa
Lonicera periclymenum
Lonicera xylosteum
Lotus corniculatus
Lotus edulis
Lotus maritimus
Lunaria annua
Lupinus angustifolius
Luzula campestris
Lychnis coronaria
Lychnis flos-cuculi
Lycopsis arvensis
Lycopus europaeus
Lysimachia arvensis
Lysimachia nemorum
Lysimachia vulgaris
Lythrum salicaria
Magnolia grandiflora
Malus domestica
Malus sylvestris
Malva arborea
Malva moschata
Malva neglecta
Malva setigera
Malva sylvestris
Matricaria chamomilla
Matthiola incana
Matthiola sinuata
Maytenus canariensis
Meconopsis cambrica
Medicago arborea
Medicago lupulina
Medicago sativa
Melampyrum pratense
Melia azedarach
Melilotus albus
Melissa officinalis
Melittis melissophyllum
Mentha aquatica
Mentha arvensis
Mentha longifolia
Mentha spicata
Mentha suaveolens
Mercurialis annua
Mercurialis perennis
Microthlaspi perfoliatum
Mirabilis jalapa
Misopates orontium
Monotropa hypopitys
Morus alba
Morus kagayamae
Muscari comosum
Muscari neglectum
Myosotis alpestris
Myosotis arvensis
Myosotis scorpioides
Myosoton aquaticum
Myrtus communis
Narcissus assoanus
Narcissus dubius
Narcissus pseudonarcissus
Narcissus tazetta
Nasturtium officinale
Neotinea ustulata
Neottia nidus-avis
Neottia ovata
Nerium oleander
Nigella damascena
Odontites luteus
Odontites vernus
Oenanthe crocata
Oenothera biennis
Oenothera glazioviana
Olea europaea
Onobrychis viciifolia
Ononis minutissima
Ononis natrix
Ononis reclinata
Ononis spinosa
Onopordum acanthium
Ophrys apifera
Ophrys arachnitiformis
Ophrys aranifera
Ophrys bertolonii
Ophrys fuciflora
Ophrys insectifera
Ophrys lupercalis
Ophrys lutea
Ophrys passionis
Ophrys scolopax
Ophrys speculum
Ophrys virescens
Opuntia ficus-indica
Orchis anthropophora
Orchis mascula
Orchis provincialis
Orchis purpurea
Orchis simia
Origanum vulgare
Ornithogalum umbellatum
Orobanche amethystea
Orobanche caryophyllacea
Orobanche gracilis
Orobanche hederae
Orobanche minor
Orobanche rapum-genistae
Osmunda regalis
Ostrya carpinifolia
Oxalis articulata
Oxalis corniculata
Paliurus spina-christi
Pallenis spinosa
Pancratium maritimum
Papaver alpinum
Papaver rhoeas
Papaver somniferum
Pardoglossum cheirifolium
Parietaria judaica
Paris quadrifolia
Parnassia palustris
Parthenocissus quinquefolia
Parthenocissus tricuspidata
Passiflora caerulea
Pastinaca sativa
Paulownia tomentosa
Perovskia atriplicifolia
Persicaria maculosa
Petasites pyrenaicus
Phacelia tanacetifolia
Philadelphus coronarius
Phillyrea angustifolia
Phillyrea media
Phleum pratense
Phlomis fruticosa
Photinia serrulata
Phyteuma hemisphaericum
Phyteuma spicatum
Phytolacca americana
Picris hieracioides
Pilosella aurantiaca
Pilosella lactucella
Pilosella officinarum
Pinguicula grandiflora
Pinus brutia
Pinus cembra
Pinus halepensis
Pinus mugo
Pinus nigra
Pinus pinaster
Pinus pinea
Pinus sylvestris
Pistacia lentiscus
Pistacia terebinthus
Pittosporum tenuifolium
Pittosporum tobira
Plantago coronopus
Plantago lagopus
Plantago lanceolata
Plantago major
Plantago maritima
Plantago media
Platanthera bifolia
Platanthera chlorantha
Platanus orientalis
Platanus x
Poa annua
Polygala vulgaris
Polygonatum multiflorum
Polygonatum odoratum
Polypodium vulgare
Polystichum setiferum
Populus alba
Populus nigra
Populus tremula
Populus trichocarpa
Portulaca oleracea
Potentilla erecta
Potentilla indica
Potentilla recta
Potentilla reptans
Potentilla sterilis
Potentilla tabernaemontani
Poterium sanguisorba
Prenanthes purpurea
Primula elatior
Primula veris
Primula vulgaris
Prospero autumnale
Prunella grandiflora
Prunella hastifolia
Prunella laciniata
Prunella vulgaris
Prunus armeniaca
Prunus avium
Prunus cerasifera
Prunus dulcis
Prunus laurocerasus
Prunus mahaleb
Prunus padus
Prunus serotina
Prunus serrulata
Prunus spinosa
Pseudorchis albida
Pseudoturritis turrita
Pteridium aquilinum
Pterocarya fraxinifolia
Pulicaria dysenterica
Punica granatum
Pyracantha coccinea
Pyrus communis
Quercus cerris
Quercus coccifera
Quercus ilex
Quercus palustris
Quercus petraea
Quercus pubescens
Quercus robur
Quercus rubra
Quercus suber
Ranunculus aconitifolius
Ranunculus acris
Ranunculus bulbosus
Ranunculus flammula
Ranunculus gramineus
Ranunculus paludosus
Ranunculus parviflorus
Ranunculus peltatus
Ranunculus platanifolius
Ranunculus repens
Ranunculus sceleratus
Ranunculus trichophyllus
Raphanus raphanistrum
Reseda lutea
Reseda luteola
Reseda phyteuma
Reynoutria japonica
Rhamnus alaternus
Rhamnus alpina
Rhamnus cathartica
Rhamnus pumila
Rhaponticum coniferum
Rhinanthus alectorolophus
Rhinanthus minor
Rhododendron ferrugineum
Rhus coriaria
Rhus typhina
Ribes rubrum
Robinia pseudoacacia
Rosa agrestis
Rosa canina
Rosa pendulina
Rosa spinosissima
Rosmarinus officinalis
Rubia tinctorum
Rubus fruticosus
Rubus idaeus
Rubus pedatifolius
Rubus ulmifolius
Rumex acetosella
Rumex crispus
Rumex obtusifolius
Ruscus aculeatus
Ruta montana
Salix alba
Salix babylonica
Salix caprea
Salix cinerea
Salix fragilis
Salix herbacea
Salvia officinalis
Salvia pratensis
Salvia verbenaca
Sambucus ebulus
Sambucus nigra
Sambucus racemosa
Saponaria ocymoides
Saponaria officinalis
Satureja montana
Saxifraga aizoides
Saxifraga granulata
Saxifraga media
Saxifraga moschata
Saxifraga paniculata
Saxifraga tridactylites
Scabiosa atropurpurea
Scabiosa columbaria
Scilla luciliae
Scolymus hispanicus
Scorzoneroides pyrenaica
Scrophularia auriculata
Scrophularia nodosa
Scutellaria galericulata
Sedum acre
Sedum album
Sedum dasyphyllum
Sedum rupestre
Sedum sediforme
Sempervivum arachnoideum
Sempervivum montanum
Sempervivum tectorum
Senecio doronicum
Senecio inaequidens
Senecio ovatus
Senecio vulgaris
Serapias lingua
Serapias vomeracea
Sherardia arvensis
Sideritis romana
Silene acaulis
Silene baccifera
Silene conica
Silene dioica
Silene gallica
Silene italica
Silene latifolia
Silene nutans
Silene uniflora
Silene vulgaris
Silybum marianum
Sinapis arvensis
Sisymbrium irio
Sisymbrium officinale
Smilax aspera
Smyrnium olusatrum
Solanum dulcamara
Solanum nigrum
Soldanella alpina
Solidago virgaurea
Sonchus asper
Sonchus tenerrimus
Sophora japonica
Sorbus aria
Sorbus aucuparia
Sorbus domestica
Sorbus intermedia
Sorbus torminalis
Spartium junceum
Spergula arvensis
Spergula media
Spiranthes spiralis
Stachys recta
Stachys sylvatica
Staehelina dubia
Stellaria holostea
Stellaria media
Succisa pratensis
Symphytum officinale
Symphytum tuberosum
Syringa vulgaris
Tanacetum vulgare
Taraxacum campylodes
Taraxacum officinale
Taxus baccata
Teucrium chamaedrys
Teucrium flavum
Teucrium fruticans
Teucrium montanum
Teucrium scorodonia
Thalictrum aquilegiifolium
Thymus serpyllum
Thymus vulgaris
Tilia cordata
Tilia dasystyla
Tilia platyphyllos
Tordylium apulum
Tordylium maximum
Torilis arvensis
Tozzia alpina
Tractema lilio-hyacinthus
Tractema verna
Tragopogon porrifolius
Tragopogon pratensis
Tribulus terrestris
Trifolium alpinum
Trifolium campestre
Trifolium cherleri
Trifolium incarnatum
Trifolium pratense
Trifolium repens
Trifolium resupinatum
Trifolium scabrum
Trifolium stellatum
Trifolium subterraneum
Tripleurospermum inodorum
Tripodion tetraphyllum
Tripolium pannonicum
Trollius europaeus
Tuberaria guttata
Tulipa sylvestris
Tussilago farfara
Ulex europaeus
Ulex gallii
Ulmus minor
Umbilicus rupestris
Urospermum dalechampii
Urtica dioica
Vaccinium myrtillus
Vaccinium vitis-idaea
Valeriana celtica
Valeriana officinalis
Veratrum album
Verbascum blattaria
Verbascum boerhavii
Verbascum lychnitis
Verbascum nigrum
Verbascum pulverulentum
Verbascum sinuatum
Verbascum thapsus
Verbena officinalis
Veronica anagallis-aquatica
Veronica arvensis
Veronica beccabunga
Veronica chamaedrys
Veronica cymbalaria
Veronica hederifolia
Veronica officinalis
Veronica persica
Veronica serpyllifolia
Viburnum lantana
Viburnum opulus
Viburnum rhytidophyllum
Viburnum tinus
Vicia cracca
Vicia hirsuta
Vicia hybrida
Vicia pannonica
Vicia sativa
Vicia sepium
Vinca major
Vinca minor
Vincetoxicum hirundinaria
Vincetoxicum nigrum
Viola alba
Viola arvensis
Viola biflora
Viola calcarata
Viola cornuta
Viola lutea
Viola odorata
Viola riviniana
Viola tricolor
Viscum album
Vitex agnus-castus
Vitis vinifera
Wisteria sinensis
Monstera deliciosa
Epipremnum aureum
Spathiphyllum wallisii
Dracaena fragrans
Dracaena marginata
Sansevieria trifasciata
Zamioculcas zamiifolia
Ficus elastica
Ficus lyrata
Schefflera arboricola
Chlorophytum comosum
Tradescantia zebrina
Philodendron hederaceum
Philodendron bipinnatifidum
Pilea peperomioides
Calathea orbifolia
Maranta leuconeura
Anthurium andraeanum
Kalanchoe blossfeldiana
Crassula ovata
Aloe vera
Codiaeum variegatum
Dieffenbachia seguine
Aglaonema commutatum
Begonia rex
Peperomia obtusifolia
Ficus benjamina
Pelargonium zonale
Petunia x atkinsiana
Impatiens walleriana
Tagetes patula
Tagetes erecta
Zinnia elegans
Dahlia pinnata
Tulipa gesneriana
Hyacinthus orientalis
Crocus vernus
Lilium candidum
Paeonia lactiflora
Gardenia jasminoides
Camellia japonica
Rhododendron simsii
Lavandula angustifolia
Ocimum basilicum
Petroselinum crispum
Coriandrum sativum
Anethum graveolens
Citrus sinensis
Citrus reticulata
Prunus persica
Prunus domestica
Fragaria x ananassa
Vaccinium corymbosum
Musa acuminata
Persea americana
Actinidia deliciosa
Vitis labrusca
Solanum lycopersicum
Capsicum
Solanum tuberosum
Cucurbita pepo
Cucumis melo
Lactuca sativa
Spinacia oleracea
Brassica oleracea
Brassica rapa
Allium cepa
Allium sativum
Apium graveolens
Phaseolus vulgaris
Pisum sativum
Cicer arietinum
Lens culinaris
Glycine max
Arachis hypogaea
Zea mays
Oryza sativa
Triticum aestivum
Hordeum vulgare
Avena sativa
Secale cereale
Saccharum officinarum
Coffea arabica
Camellia sinensis
Theobroma cacao
Nicotiana tabacum
Cannabis sativa
Eucalyptus globulus
Sequoia sempervirens
Araucaria heterophylla
Strelitzia reginae
Bougainvillea glabra
Plumeria rubra
Plumeria alba
Guzmania lingulata
Abies concolor
Abies nordmanniana
Acer ginnala
Acer griseum
Acer pensylvanicum
Acer rubrum
Aesculus flava
Aesculus glabra
Aesculus pavi
Amelanchier arborea
Amelanchier canadensis
Amelanchier laevis
Asimina triloba
Betula alleghaniensis
Betula jacqemontii
Betula lenta
Betula nigra
Betula populifolia
Broussonettia papyrifera
Carpinus caroliniana
Carya cordiformis
Carya glabra
Carya ovata
Carya tomentosa
Castanea dentata
Catalpa speciosa
Cedrus deodara
Cedrus libani
Celtis occidentalis
Celtis tenuifolia
Cercidiphyllum japonicum
Cercis canadensis
Chamaecyparis pisifera
Chamaecyparis thyoides
Chionanthus retusus
Chionanthus virginicus
Cladrastis lutea
Cornus florida
Cornus kousa
Corylus colurna
Crataegus crus-galli
Crataegus phaenopyrum
Crataegus pruinosa
Crataegus viridis
Cryptomeria japonica
Diospyros virginiana
Eucommia ulmoides
Evodia daniellii
Fagus grandifolia
Fraxinus americana
Fraxinus nigra
Fraxinus pennsylvanica
Gymnocladus dioicus
Halesia tetraptera
Ilex opaca
Juglans cinerea
Juniperus virginiana
Maclura pomifera
Magnolia acuminata
Magnolia denudata
Magnolia macrophylla
Magnolia soulangiana
Magnolia stellata
Magnolia tripetala
Magnolia virginiana
Malus angustifolia
Malus baccata
Malus coronaria
Malus floribunda
Malus hupehensis
Malus pumila
Metasequoia glyptostroboides
Morus rubra
Nyssa sylvatica
Ostrya virginiana
Oxydendrum arboreum
Phellodendron amurense
Picea abies
Picea orientalis
Picea pungens
Pinus bungeana
Pinus densiflora
Pinus echinata
Pinus flexilis
Pinus koraiensis
Pinus parviflora
Pinus peucea
Pinus pungens
Pinus resinosa
Broussonettia papyrifera
Maclura pomifera
Pinus rigida
Pinus strobus
Pinus taeda
Pinus thunbergii
Pinus virginiana
Pinus wallichiana
Platanus acerifolia
Platanus occidentalis
Populus deltoides
Populus grandidentata
Populus tremuloides
Prunus pensylvanica
Prunus sargentii
Prunus subhirtella
Prunus virginiana
Prunus yedoensis
Pseudolarix amabilis
Ptelea trifoliata
Pyrus calleryana
Quercus acutissima
Quercus alba
Quercus bicolor
Quercus falcata
Quercus imbricaria
Quercus macrocarpa
Quercus marilandica
Quercus michauxii
Quercus montana
Quercus muehlenbergii
Quercus nigra
Quercus phellos
Quercus shumardii
Quercus stellata
Quercus velutina
Quercus virginiana
Salix caroliniana
Salix matsudana
Salix nigra
Sassafras albidum
Staphylea trifolia
Stewartia pseudocamellia
Styrax japonica
Styrax obassia
Syringa reticulata
Taxodium distichum
Tilia americana
Tilia europaea
Tilia tomentosa
Toona sinensis
Tsuga canadensis
Ulmus americana
Ulmus glabra
Ulmus parvifolia
"Ulmus procera"
"Ulmus pumila"
"Ulmus rubra"
"Zelkova serrata"
